Word,Score
경험,378.9506725971912
관련,153.3548803110237
업무,144.75266070504517
보유,140.74087935174788
대한,130.28820601390905
서비스,123.91715257275915
경력,118.6248239991135
능력,116.97695120832608
기획,111.44402182527399
영어,94.7358970127327
스타트업,89.64776262828299
데이터,88.27359821353815
지원,87.71760616395161
운영,81.97369677679154
분석,81.46042844075153
개발,81.13586232801077
사업,80.12060422054236
커뮤니케이션,79.74313007110419
근무,79.10430929578455
이해도,78.27987504639962
프로젝트,73.82066566873306
활용,73.61912859579864
이해,70.79850204852434
업무 경험,70.01390417687148
관리,69.71303159609886
사용,68.09923954773633
비즈니스,67.01854186964933
협업,59.958342181011545
가능,58.97653269974929
관심,58.519382412776004
제품,55.7154061438939
경험 보유,54.771338925830115
대한 이해도,52.707219537822304
역량,50.550275329064725
분야,50.01114897716025
플랫폼,48.77049679234305
운영 경험,48.04751671450275
문제,45.37881175164487
기반,44.87076961012448
진행,44.81800152515012
수행,43.122388841553956
해결,42.61173448434251
대한 이해,42.42442820328377
데이터 분석,40.487155309718624
채용,39.318894954155496
조직,37.29384179545679
환경,36.51827545910517
서류,30.918496078949012
제공,30.83364636503382
전형,30.54834003055289
