Word,Score
경험,266.81943162801446
경력,225.36557599614778
업무,175.16779904766761
능력,169.14327862953357
보유,146.50326356043425
기획,143.3136936249004
대한,134.429787185751
관련,130.70075988702413
커뮤니케이션,127.13031386327967
서비스,123.74576674912846
관리,101.05323261678372
역량,98.57033688315384
분석,98.34030825578213
사업,97.82397739153669
데이터,97.64844493542215
문제,93.93855770011545
이해,87.93725552541342
협업,82.62401586429272
해결,82.57882457678667
개발,80.49699137125666
운영,77.57321693036599
기반,72.33025760448709
프로젝트,70.76036496821719
유관,69.93385897585561
활용,68.79285585337841
작성,67.69913204253344
이해도,66.40253642681063
전략,64.93232691390882
필수,64.8086671256711
고객,63.29228874323434
영어,61.619665748408025
서비스 기획,60.86245849213329
비즈니스,58.169863359779754
제품,57.808576010826066
문제 해결,56.46340014240307
논리,55.55599274257775
주도,55.38463690064682
사용,54.582738943097915
문서,54.54639457855166
분야,53.35296677465998
사고,52.26976579602394
소통,51.886329956302866
대한 이해,51.41767833192756
부서,48.919306158638705
기술,48.43328003322084
목표,45.379292468160784
데이터 분석,42.98786622091886
정의,41.78566953358057
데이터 기반,41.64638734691581
수립,41.37435688314549
