Word,Score
강남구,203.00538862420032
서울특별시,176.04873118994973
서울시,130.39983425799693
테헤란로,130.28880818670387
빌딩,121.24678690696409
타워,116.88811399812113
서울,105.12726886957508
서초구,90.1005805453564
강남대로,67.89571195015405
마포구,50.985899030110026
성동구,48.6956293964278
경기도,46.4513874139685
성남시,43.448377109453524
영등포구,40.909938942484544
역삼동,38.497110951426436
중구,36.55731982749416
분당구,35.10365543379119
송파구,34.826640324615234
선릉로,34.224763313002846
디지털로,31.95348628957628
강남,29.653481270308987
봉은사로,27.810792293647133
센터,27.56743724167979
스퀘어,25.437550985111002
논현로,24.80448276687823
역삼로,24.605066030615827
언주로,24.146134037744165
서초대로,23.73790666435937
구로구,23.611792484949056
삼성로,23.273347518367956
종로구,20.874091606287017
번길,20.795241224010248
관악구,20.274177553737577
로길,19.987255152702264
용산구,19.332707296908346
삼성동,18.723958179640743
영동대로,18.200753640408813
금융,17.3436416381634
역삼,17.249800798725044
플러스,17.23105910214125
대왕판교로,16.729931231132113
성수,16.35993630322563
경기,15.864940065096956
왕십리,15.528028586115667
로번,15.32069655070936
가산,15.30594965631478
양화로,15.02634677777427
학동,14.13626731402637
케이,13.863254325365666
대치동,13.628635808787825
금천구,13.555560495472838
일로,13.35880366916492
밸리,13.046896301138274
도산대로,12.999929662905902
수정구,12.765486445348929
한국,12.567049318061517
무장,12.223438180129698
올림픽로,12.083754635365532
중앙,11.968729180717741
남부,11.815934351810384
스파크,11.186689695313898
여의대로,11.049024113086558
판교역,11.01504536605181
순환로,11.012369783289369
판교로,11.003085975492644
판교,10.922367297055269
시티,10.902013364827644
마포대로,10.687277606052925
국제,10.395065076912227
강서구,10.24213407901812
디지털,10.020053855074549
파크,9.796397664782114
효령로,9.734112357173911
여의도동,9.7279545842363
뚝섬,9.524927788997285
월드컵,9.342843770466034
한강대로,9.189356632594448
의사당대로,9.07274153867398
논현동,8.944239555001884
스타,8.780215792456003
정의,8.697665715923419
생명,8.352968275274028
스페이스,8.280431388841416
호점,8.27108550568414
봉천로,7.968112803634923
현대,7.86874189087847
화성시,7.86481381419639
서울숲,7.821111974135748
센트럴,7.77603543605646
구로동,7.575159982579482
삼성,7.535060387973418
드림,7.4752267063472395
위워,7.3915719048791715
교보,7.2050110871314725
창업,7.115038392713916
세종,7.05842206316439
테크,6.958684167251315
성수동,6.943614266385627
허브,6.644817451409908
삼평동,5.158426756038709
