Word,Score
경험,317.1026151912919
관련,124.62735361685162
보유,123.04121540037619
업무,121.77067180871214
대한,115.49156534205544
서비스,107.42933180617499
능력,97.7007999856739
경력,97.45939428988825
기획,96.81404684031385
영어,79.40993287255294
데이터,77.79143835616142
스타트업,75.2728509938344
분석,72.5688370802747
운영,71.06759352008532
이해도,70.5425357961601
개발,70.54243852351597
사업,68.88928823410612
커뮤니케이션,66.56735897597592
활용,64.31844566162046
프로젝트,63.6116425869277
이해,62.95210838491052
근무,62.723691861116556
지원,61.78970637541999
관리,59.72310924544822
비즈니스,58.314650183374816
사용,56.0691720452937
가능,52.07114792107104
자격증,50.3972919379639
협업,50.32251665081726
관심,48.854955526469745
제품,46.85247431490664
회계,43.39201275071765
분야,43.035731962795104
역량,42.66565875318385
플랫폼,42.49464423947104
산업,40.954722492050195
작성,39.77668845565509
기반,38.86295584298001
업계,37.776897044033376
문제,37.05384004613267
지식,37.018814044915175
개선,36.400596766406615
수행,36.270971916437304
해외,35.21645502933373
해결,35.21045561729429
주도,34.62965076016229
기술,34.4583725979777
진행,34.389571918996594
전략,34.36106868406275
성장,32.075968479366715
시장,31.561800707359055
글로벌,31.311481692909073
조직,31.228169928098097
구축,30.523793173780216
환경,30.155348647436533
기업,28.88498835169239
회사,28.71527307320493
채용,28.55803187147989
금융,26.93985197717627
문서,26.899219858149053
더욱,26.590581932819774
적극,26.578183488267754
유관,26.573493229874114
성과,26.489609613313483
시스템,25.850582794148156
복지,25.84711170715894
고객,25.79808156333629
설계,25.0147761843787
마케팅,24.90380347772748
콘텐츠,24.275735177250386
혜택,23.770850324496536
통해,23.689870771086056
문화,23.445448238160257
직무,23.36140584058713
사고,23.342778178237914
출시,23.07539509462034
교육,22.756248602138427
프로세스,22.71060423004193
실무,22.571796162461773
실행,22.342583244443436
전형,21.650941172451454
서류,21.226213076757123
제공,20.78689210346118
목표,20.646238115352013
지급,20.520735256855154
과정,19.477652538378234
인터뷰,18.678832780168484
제출,18.01209432904428
휴가,17.901844279981017
위해,16.32458037993364
입사,14.425406260678296
제도,14.273868384656424
면접,14.090933436559549
기간,13.56396389847386
절차,13.534532494540244
합격,13.34400782662689
구성원,12.639557876202936
경우,12.231186123438544
최종,12.224593865689398
수습,11.407457747498004
