Word,Score
스킬,740.7403953703099
스킬 없음,740.7403953703099
없음,740.7403953703099
관리,10.437611907655782
전략,9.09531737857323
ms,8.127652330291399
excel,7.0
기획,6.766643575902989
사업,5.9290400211080705
오피스,5.464853427381689
management,5.37766759389777
data,5.253783909363866
confluencejirafigma,5.0
jirafigmanotion,5.0
프로젝트,4.334761724214594
google,4.166054681181533
bitbucketconfluencejira,4.0
figma,4.0
오피스notion,3.831568336335252
jiraslackgoogle,3.6955246273897195
서비스,3.0784951655874364
분석,3.0171164737168477
excelpowerpoint,3.0
jiraslackfigmanotion,3.0
notion,3.0
slackfigmanotion,3.0
실력,3.0
컨설팅,3.0
product,2.7652926334996644
product management,2.7652926334996644
작성,2.7493066598432505
analyticsnotion,2.4464427441519554
오피스figma,2.414213562373095
excelgoogle,2.3853663579783912
wordnotion,2.3853663579783912
데이터,2.3301766520431175
데이터 분석,2.3301766520431175
pointms,2.1421540499562965
분석시장,2.0973923948732267
pythonrsql,2.0
pythonsql,2.0
pythonsqlpower,2.0
sassqlexcel,2.0
문서notion,2.0
자산 관리인사,2.0
관리영업,1.9287690337013097
회계,1.9004567329816853
sap회계회계,1.8404467745351325
sap회계회계 관리,1.8404467745351325
이벤트,1.78908510514389
개발솔루션,1.7678619515437157
wordgoogle,1.7563133018053652
개발,1.7074156698016498
계획서비스,1.5914819023362399
계획서비스 제공서비스,1.5914819023362399
제공서비스,1.5914819023362399
프로젝트 계획서비스,1.5914819023362399
전략사업,1.4840811609896516
전략사업 제휴사업,1.4840811609896516
제휴사업,1.4840811609896516
서비스 디자인전략,1.4647699696111014
slackexcelmicrosoft,1.4424839874957667
wordfigmanotionamplitude,1.4424839874957667
실행,1.4347771386272807
sap컨설팅sap,1.414213562373095
sap컨설팅sap erpsap,1.414213562373095
ms 오피스notion,1.2667859237549084
기획컨설팅사업,1.2496984505568682
기획컨설팅사업 전략,1.2496984505568682
전략 기획컨설팅사업,1.2496984505568682
pythonsqlproduct,1.227481841392209
pythonsqlproduct management,1.227481841392209
세무,1.1699358881289483
세무 회계,1.1699358881289483
작성제안,1.0
사업 계획영업사업,0.9441147353238204
experience데이터,0.6931509993464375
experience데이터 분석고객,0.6931509993464375
interface,0.6931509993464375
interface design프로젝트,0.6931509993464375
개발분석능력product,0.6931509993464375
개발분석능력product management,0.6931509993464375
confluencejira모델링방화벽데이터,0.6903001196409603
confluencejira모델링방화벽데이터 분석정보,0.6903001196409603
과학데이터,0.6903001196409603
과학데이터 통합재무,0.6903001196409603
보안재무,0.6903001196409603
보안재무 분석vpn사업,0.6903001196409603
분석vpn사업,0.6903001196409603
분석vpn사업 전략데이터,0.6903001196409603
분석시장 조사dlp,0.6903001196409603
분석정보,0.6903001196409603
분석정보 보안재무,0.6903001196409603
전략데이터,0.6903001196409603
전략데이터 과학데이터,0.6903001196409603
조사dlp,0.6903001196409603
통합재무,0.6903001196409603
통합재무 회계시장,0.6903001196409603
회계시장,0.6903001196409603
회계시장 분석시장,0.6903001196409603
