Word,Score
지원,354.0354193173855
복지,199.39715944319946
제공,173.0568099787764
혜택,150.03137760039652
지급,145.76125609670854
혜택 복지,134.63320936200415
휴가,127.39250963701078
있습니다,103.55718429630404
위한,94.87565750130233
운영,88.71843829353662
연차,87.7193315694471
업무,82.93079056527738
근무,78.90734020326985
자유로운,76.05385501858812
사용,73.6833250784402
사내,72.71744810358051
지원합니다,72.29386620859303
제도,71.04191127969582
있는,70.60699520848581
선물,70.23530921105497
건강검진,63.70945974591647
반차,63.48574879814917
간식,63.134694035260566
무제한,62.89797338260242
교육,62.34470534677421
있어요,61.840953575346084
도서,61.802004189988764
명절,61.39290482193107
생일,61.2962452134328
다양한,59.37120505322772
경조사,58.45891888418248
식대,57.657832870105345
장비,57.04397252251921
가능,56.381823945953684
위해,56.23493491943433
채용,51.26666071789613
있도록,51.032252353670735
커피,50.970188726901775
점심,50.54518957317704
출근,49.543720736581506
야근,49.29076481301236
자율,48.67011737332688
관련,47.11429900531854
문화,46.4178433413895
매월,45.000120934517554
00,44.41116310452819
10시,43.334110825011315
퇴근,43.25966852655805
제공합니다,41.49915517129181
1회,41.34389163156799
자유롭게,41.27887325568646
교육비,40.88597061690475
직무,40.85046639732551
경조사 지원,40.73731187613198
음료,40.337721749990806
근속,39.66065778734656
필요한,39.23889056864673
임직원,39.221291154572185
리프레시,38.91231209989452
경우,38.5731515486603
전형,37.87458937427902
따른,37.79504398859947
개인,37.405116973351475
모니터,36.73295957393214
성장을,36.73120186212524
반반차,36.620138138976465
세미나,36.46058604064682
할인,36.308332549185025
최대,36.28784855958917
저녁,35.870791156584744
최고의,35.753381013227056
최신,35.123305569015514
환경,34.9556960563649
명절 선물,34.60472549311733
경조금,34.55105021132
자유로운 연차,33.98586691931281
연차 사용,33.70574645928301
프로그램,33.65856403984489
포상,33.34582976492325
연간,32.97951852932326
비용,32.86208318621826
인터뷰,32.7026784602824
업무에,32.5593665635668
오전,32.45638803081886
지원해요,32.248052694891705
회사,32.050566916921284
통해,31.856709163151685
본인,31.271357474425376
없이,31.048510891989153
매년,30.485730978757267
모든,29.537330574304836
컨퍼런스,29.429942294222336
입사,29.08851307446827
가족,29.016877997699442
이용,28.987249428130543
드려요,28.56158303864442
또는,28.25218906429581
구매,27.772775175179902
원하는,27.36006670329294
3년,26.586029656734617
