Word,Score
경력,326.1110568729997
10년,254.36706515372936
경력 10년,254.36706515372936
신입,160.9876297845305
5년,158.1211111745116
경력 5년,158.1211111745116
15년,97.07469701765544
경력 15년,95.26189649310311
3년,87.56596705537835
경력 3년,87.56596705537835
7년,81.53794808352683
경력 7년,81.53794808352683
8년,52.63283309462545
경력 8년,52.63283309462545
신입 경력,51.16071274068002
2년,43.809983473649275
경력 2년,43.809983473649275
6년,39.236347610280596
경력 6년,39.236347610280596
20년,36.63947609576865
경력 20년,33.988711876610466
12년,27.549030610102953
경력 12년,27.286587555703417
4년,22.03014565254936
경력 4년,22.03014565254936
1년,20.963229393005495
경력 1년,20.963229393005495
9년,15.165532292511536
경력 9년,15.165532292511536
10,13.78003521014812
경력 10,13.78003521014812
13년,10.509044046128144
경력 13년,10.509044046128144
10 15년,7.128038382128554
10 20년,5.309893702996524
경력 없음,4.913603199289134
없음,4.913603199289134
16년,4.594263371529941
경력 16년,4.256336463439749
11년,4.212921889894464
경력 11년,4.212921889894464
14년,3.303607585818816
경력 14년,2.84820236320668
25년,2.670007613345101
17년,2.461091227338837
10 25년,2.28956781163186
경력 17년,1.456152041720847
30년,1.4064647761620137
경력 30년,1.4064647761620137
10 17년,1.191013593173483
18년,0.7036281192243178
경력 18년,0.7036281192243178
10 12년,0.6704278416441033
10 14년,0.6212127776629882
만료,0.5773502691896257
페이지,0.5773502691896257
페이지 만료,0.5773502691896257
14,0.5478159446746397
14 20년,0.5478159446746397
경력 14,0.5478159446746397
12,0.520500902157329
12 16년,0.520500902157329
경력 12,0.520500902157329
15,0.5161256101769209
15 25년,0.5161256101769209
경력 15,0.5161256101769209
